 -0.998004795 -2000.
 -0.998182791 -1900.
 -0.998345525 -1800.
 -0.998494254 -1700.
 -0.998630137 -1600.
 -0.99875424 -1500.
 -0.998867544 -1400.
 -0.998970951 -1300.
 -0.999065293 -1200.
 -0.999151331 -1100.
 -0.999229769 -1000.
 -0.99930125 -900.
 -0.999366368 -800.
 -0.999425665 -700.
 -0.999479641 -600.
 -0.999528753 -500.
 -0.999573423 -400.
 -0.999614036 -300.
 -0.999650944 -200.
 -0.999684473 -100.
 -0.999714917  0.
 -0.999742549  100.
 -0.999767618  200.
 -0.999790352  300.
 -0.999810958  400.
 -0.999829627  500.
 -0.999846534  600.
 -0.999861836  700.
 -0.999875681  800.
 -0.9998882  900.
 -0.999899515  1000.
 -0.999909737  1100.
 -0.999918966  1200.
 -0.999927294  1300.
 -0.999934805  1400.
 -0.999941576  1500.
 -0.999947676  1600.
 -0.999953169  1700.
 -0.999958112  1800.
 -0.999962558  1900.
 -0.999966554  2000.
 -0.999970143  2100.
 -0.999973366  2200.
 -0.999976257  2300.
 -0.999978849  2400.
 -0.999981172  2500.
 -0.999983252  2600.
 -0.999985113  2700.
 -0.999986778  2800.
 -0.999988265  2900.
 -0.999989593  3000.
 -0.999990779  3100.
 -0.999991836  3200.
 -0.999992777  3300.
 -0.999993616  3400.
 -0.999994362  3500.
 -0.999995025  3600.
 -0.999995614  3700.
 -0.999996137  3800.
 -0.999996601  3900.
 -0.999997012  4000.
 -0.999997375  4100.
 -0.999997697  4200.
 -0.999997982  4300.
 -0.999998233  4400.
 -0.999998455  4500.
 -0.99999865  4600.
 -0.999998822  4700.
 -0.999998974  4800.
 -0.999999107  4900.
 -0.999999224  5000.
 -0.999999326  5100.
 -0.999999416  5200.
 -0.999999495  5300.
 -0.999999564  5400.
 -0.999999624  5500.
 -0.999999676  5600.
 -0.999999722  5700.
 -0.999999762  5800.
 -0.999999797  5900.
 -0.999999827  6000.
 -0.999999853  6100.
 -0.999999876  6200.
 -0.999999895  6300.
 -0.999999912  6400.
 -0.999999927  6500.
 -0.99999994  6600.
 -0.999999951  6700.
 -0.99999996  6800.
 -0.999999968  6900.
 -0.999999975  7000.
 -0.999999981  7100.
 -0.999999986  7200.
 -0.999999991  7300.
 -0.999999994  7400.
 -0.999999997  7500.
 -1.  7600.
 -1.  7700.
 -1.  7800.
 -1.00000001  7900.
 -1.00000001  8000.
 -1.00000001  8100.
 -1.00000001  8200.
 -1.00000001  8300.
 -1.00000001  8400.
 -1.00000001  8500.
 -1.00000001  8600.
 -1.00000001  8700.
 -1.00000001  8800.
 -1.00000001  8900.
 -1.00000001  9000.
 -1.00000001  9100.
 -1.00000001  9200.
 -1.00000001  9300.
 -1.00000001  9400.
 -1.00000001  9500.
 -1.00000001  9600.
 -1.00000001  9700.
 -1.00000001  9800.
 -1.00000001  9900.
 -1.00000001  10000.
 -1.00000001  10100.
 -1.00000001  10200.
 -1.00000001  10300.
 -1.00000001  10400.
 -1.00000001  10500.
 -1.00000001  10600.
 -1.00000001  10700.
 -1.00000001  10800.
 -1.00000001  10900.
 -1.00000001  11000.
 -1.00000001  11100.
 -1.00000001  11200.
 -1.00000001  11300.
 -1.00000001  11400.
 -1.00000001  11500.
 -1.00000001  11600.
 -1.00000001  11700.
 -1.00000001  11800.
 -1.00000001  11900.
 -1.00000001  12000.
 -1.00000001  12100.
 -1.00000001  12200.
 -1.00000001  12300.
 -1.00000001  12400.
 -1.00000001  12500.
 -1.00000001  12600.
 -1.00000001  12700.
 -1.00000001  12800.
 -1.00000001  12900.
 -1.00000001  13000.
 -1.00000001  13100.
 -1.00000001  13200.
 -1.00000001  13300.
 -1.00000001  13400.
 -1.00000001  13500.
 -1.00000001  13600.
 -1.00000001  13700.
 -1.00000001  13800.
 -1.00000001  13900.
 -1.00000001  14000.
 -1.00000001  14100.
 -1.00000001  14200.
 -1.00000001  14300.
 -1.00000001  14400.
 -1.00000001  14500.
 -1.00000001  14600.
 -1.00000001  14700.
 -1.00000001  14800.
 -1.00000001  14900.
 -1.00000001  15000.
 -1.00000001  15100.
 -1.00000001  15200.
 -1.00000001  15300.
 -1.00000001  15400.
 -1.00000001  15500.
 -1.00000001  15600.
 -1.00000001  15700.
 -1.00000001  15800.
 -1.00000001  15900.
 -1.00000001  16000.
 -1.00000001  16100.
 -1.00000001  16200.
 -1.00000001  16300.
 -1.00000001  16400.
 -1.00000001  16500.
 -1.00000001  16600.
 -1.00000001  16700.
 -1.00000001  16800.
 -1.00000001  16900.
 -1.00000001  17000.
 -1.00000001  17100.
 -1.00000001  17200.
 -1.00000001  17300.
 -1.00000001  17400.
 -1.00000001  17500.
 -1.00000001  17600.
 -1.00000001  17700.
 -1.00000001  17800.
 -1.00000001  17900.
 -1.00000001  18000.
 -1.00000001  18100.
 -1.00000001  18200.
 -1.00000001  18300.
 -1.00000001  18400.
 -1.00000001  18500.
 -1.00000001  18600.
 -1.00000001  18700.
 -1.00000001  18800.
 -1.00000001  18900.
 -1.00000001  19000.
 -1.00000001  19100.
 -1.00000001  19200.
 -1.00000001  19300.
 -1.00000001  19400.
 -1.00000001  19500.
 -1.00000001  19600.
 -1.00000001  19700.
 -1.00000001  19800.
 -1.00000001  19900.
 -1.00000001  20000.
 -99999.  0.
 temp: -140.
 -0.996395786 -2000.
 -0.996704343 -1900.
 -0.996987244 -1800.
 -0.997246563 -1700.
 -0.99748421 -1600.
 -0.997701946 -1500.
 -0.997901393 -1400.
 -0.998084044 -1300.
 -0.998251276 -1200.
 -0.998404352 -1100.
 -0.998544438 -1000.
 -0.998672606 -900.
 -0.998789841 -800.
 -0.998897049 -700.
 -0.998995064 -600.
 -0.99908465 -500.
 -0.999166513 -400.
 -0.999241299 -300.
 -0.9993096 -200.
 -0.999371963 -100.
 -0.999428889  0.
 -0.999480836  100.
 -0.999528227  200.
 -0.999571449  300.
 -0.999610856  400.
 -0.999646775  500.
 -0.999679504  600.
 -0.999709317  700.
 -0.999736464  800.
 -0.999761176  900.
 -0.999783664  1000.
 -0.99980412  1100.
 -0.999822721  1200.
 -0.999839629  1300.
 -0.999854993  1400.
 -0.999868948  1500.
 -0.999881617  1600.
 -0.999893116  1700.
 -0.999903547  1800.
 -0.999913005  1900.
 -0.999921578  2000.
 -0.999929345  2100.
 -0.999936378  2200.
 -0.999942744  2300.
 -0.999948502  2400.
 -0.999953709  2500.
 -0.999958415  2600.
 -0.999962665  2700.
 -0.999966503  2800.
 -0.999969965  2900.
 -0.999973087  3000.
 -0.9999759  3100.
 -0.999978434  3200.
 -0.999980716  3300.
 -0.999982768  3400.
 -0.999984612  3500.
 -0.99998627  3600.
 -0.999987758  3700.
 -0.999989093  3800.
 -0.99999029  3900.
 -0.999991363  4000.
 -0.999992324  4100.
 -0.999993183  4200.
 -0.999993951  4300.
 -0.999994637  4400.
 -0.99999525  4500.
 -0.999995796  4600.
 -0.999996283  4700.
 -0.999996717  4800.
 -0.999997103  4900.
 -0.999997446  5000.
 -0.999997751  5100.
 -0.999998021  5200.
 -0.999998261  5300.
 -0.999998473  5400.
 -0.999998661  5500.
 -0.999998828  5600.
 -0.999998974  5700.
 -0.999999104  5800.
 -0.999999218  5900.
 -0.999999319  6000.
 -0.999999408  6100.
 -0.999999486  6200.
 -0.999999554  6300.
 -0.999999614  6400.
 -0.999999666  6500.
 -0.999999713  6600.
 -0.999999753  6700.
 -0.999999788  6800.
 -0.999999819  6900.
 -0.999999845  7000.
 -0.999999869  7100.
